id,gold,gold_multi,pred,text,votes,top_votes,K,confidence,correct
44,NaturalPlace,NaturalPlace,Building,Blancanus (crater).  Blancanus is a lunar impact crater located in the rugged southern region of the Moon to the southwest of the walled plain Clavius. To the northwest lies the comparably sized crater Scheiner and south-southwest of Blancanus is the worn Klaproth.The outer rim of Blancanus is considerably less worn than that of Scheiner crater to the northwest and the edge is still fairly well defined and it has a terraced structure on the interior.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 4, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
45,Company,Company,Company,MTBC.  MTBC Medical Transcription Billing Corp. is a healthcare IT company that provides electronic health record software and technology-based medical billing transcription and practice management services to healthcare providers in the United States. MTBC is headquartered in Somerset NJ USA and runs an operational facility in Islamabad Pakistan through its subsidiary Medical Transcription Billing Company (Pvt.) Ltd.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
46,Artist,Artist,EducationalInstitution,Marie-Laure Ryan.  Marie-Laure Ryan is a prominent literary scholar and critic. She has written several books and articles on narratology fiction and cyberculture and has been awarded several times for her work.In her latest book Avatars of Story she embraces a transmedial definition of narrative based on cognitive premises. She is currently a Scholar in Residence at the University of Colorado.,"{""Company"": 0, ""EducationalInstitution"": 4, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
47,Athlete,Athlete,Athlete,Almighty Voice.  Almighty Voice was a Canadian lacrosse player who competed in the 1904 Summer Olympics.In 1904 he was member of the Mohawk Indians Lacrosse Team which won the bronze medal in the lacrosse tournament.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 5, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
48,Album,Album,Album,Rocky Mountain Jam.  Rocky Mountain Jam is the ninth live album by the American rock band Little Feat released in 2007. (see 2007 in music). It is currently the band's most recent live release and features long improvisational jams on most of the songs including a nod to both Miles Davis' So What and the Grateful Dead's Dark Star at the beginning of Dixie Chicken.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 4, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
49,Building,Building,Building,Long Island City Courthouse.  The Long Island City Courthouse is located at 25-10 Court Square in Long Island City Queens in New York City. It formerly housed Criminal Court County Court the District Attorney staff and the county sheriff's office. Today the Courthouse is another home to the Civil Term of Supreme Court Queens County. It has been run for the past 20 years by Chief Clerk Mark Finkelstein. (Civil Term also sits in Jamaica). The courthouse was designed by the architect George Hathorne.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 3, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,1
50,Building,Building,OfficeHolder,National Museum of Fine Arts Chişinău.  The National Museum of Fine Arts (Romanian: Muzeul Naţional de Artă) is a museum in Chişinău Moldova founded in November 1939 by Alexandru Plămădeală and Auguste Baillayre.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 3, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
51,OfficeHolder,OfficeHolder,OfficeHolder,Graham Watt.  Graham Travis Watt (born 18 August 1976) is an Australian politician who is currently the member for the Victorian Legislative Assembly for the Electoral district of Burwood. Graham is a member of the Liberal Party.He was elected on 27 November 2010 and was formally sworn in on 2 December 2010.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
52,Village,Village,Village,Nowe Łubki.  Nowe Łubki [ˈnɔvɛ ˈwupki] is a village in the administrative district of Gmina Bulkowo within Płock County Masovian Voivodeship in east-central Poland.The village has a population of 1500.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
53,Company,Company,Company,VL Automotive.  VL Automotive is a small American-based automotive company founded by Bob Lutz and Gilbert Villarreal. VL came to public attention in 2013 when it displayed the Destino its first model at the North American International Auto Show in Detroit.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
54,MeanOfTransportation,MeanOfTransportation,OfficeHolder,Avro Andover.  The Avro Andover was a 1920s British military transport aircraft built by Avro for the Royal Air Force. Four aircraft were built in two versions. Three aircraft the Type 561 were used as flying ambulances. The sole example of the Type 563 was used as a 12-seater transport.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 3, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
55,OfficeHolder,OfficeHolder,OfficeHolder,Fernand Rinfret.  Louis Édouard Fernand Rinfret PC (28 February 1883 – 12 July 1939) was a Canadian politician.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
56,Village,Village,Village,Kuźniaki.  Kuźniaki [kuʑˈɲaki] is a village in the administrative district of Gmina Strawczyn within Kielce County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 6 kilometres (4 mi) north-west of Strawczyn and 21 km (13 mi) north-west of the regional capital Kielce.The village has a population of 470.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
57,NaturalPlace,NaturalPlace,ABSTAIN,Mjogsjøhøi.  Mjogsjøhøi is a mountain of Oppland in southern Norway.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",0,5,0.0,0
58,Plant,Plant,Plant,Arnica parryi.  Arnica parryi is a species of arnica known by the common name Parry's arnica. It is native to western North America from Yukon to California to Colorado where it is a resident of temperate coniferous forests. This is a rhizomatous perennial herb producing a single unbranched stem to heights between 10 and 60 centimeters. There are oval-shaped leaves around the base of the stem and a few pairs of longer narrower petioled leaves above them.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
59,Film,Film,Film,Krakatoa (film).  Krakatoa is a 1933 American short documentary film produced by Joe Rock. It won the Academy Award in 1934 for Best Short Subject (Novelty).Educational Pictures (or Educational Film Exchanges Inc.) was the film distributor of the film.This film was notable for overwhelming the sound systems of the cinemas of the time. In Australia the distributors insisted on a power output of 10 watts RMS as a minimum for cinemas wishing to show the film.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
60,Album,Album,Album,Taking the Long Way.  Taking the Long Way is the seventh studio album by the Dixie Chicks an American country music band. It was released on May 23 2006 in the U.S. and on June 12 2006 worldwide. The album debuted at #1 on the Billboard 200. It sold over 2.5 million copies in the U.S. being certified 2x platinum by the Recording Industry Association of America as of July 11 2007. It won 5 Grammy Awards including Album of the Year Record of the Year and Song of the Year in February 2007.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
61,EducationalInstitution,EducationalInstitution,EducationalInstitution,Sunnyslope High School.  Sunnyslope High School is in the Glendale Union High School District in Phoenix Arizona and offers courses for grades 9–12.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
62,Film,Film,Film,Calendar (2009 film).  Calendar is a 2009 Malayalam romance film starring Mukesh Navya Nair Zarina Wahab and Prithviraj Sukumaran Prithviraj's real-life mother Mallika Sukumaran Jagathi Sreekumar.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
63,MeanOfTransportation,MeanOfTransportation,Company,HMS Calliope (1884).  HMS Calliope was a Calypso-class corvette (later classified as a third-class cruiser) of the Royal Navy which served from 1887 until 1951. Exemplifying the transitional nature of the late Victorian navy Calliope was a sailing corvette – last such ship built for the Royal Navy – but supplemented the full sail rig with a powerful engine.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,5,0.2,0
64,Athlete,Athlete,Athlete,Alisi Tupuailei.  Alisi Tupuailei (born 1 February 1982) is a Samoa-born Japanese professional rugby union player who currently plays for Honda Heat and the Japan national rugby union team.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 5, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
65,Film,Film,Film,The Last Days of Pompeii (1926 film).  For other uses see The Last Days of Pompeii (disambiguation).Gli ultimi giorni di Pompei (English: The Last Days of Pompeii) (1926) is an Italian historical silent drama film. The film was directed by Carmine Gallone and Amleto Palermi based on the 1834 novel The Last Days of Pompeii by Edward George Bulwer-Lytton. Original release prints of the film were entirely colorized by the Pathechrome stencil color process.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
66,OfficeHolder,OfficeHolder,OfficeHolder,Troy Findley.  Troy Findley (born in Lawrence Kansas) was the 48th Lieutenant Governor of Kansas. He was appointed by Governor Mark Parkinson on May 14 2009 and took office the following day. Findley previously served as chief of staff to Governor Kathleen Sebelius.As lieutenant governor Findley chaired both the Governor’s Energy Cabinet Team and the Governor’s Recovery Act Advisory Group.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
67,Artist,Artist,Athlete,Ralf Scheepers.  Ralf Scheepers (born 5 February 1965 in Esslingen Germany) is the current vocalist for German power metal outfit Primal Fear. He has a relatively high-pitched tenor-esque singing voice and sometimes uses a shriek reminiscent of Judas Priest's Rob Halford although it is his baritone lows which give him a near four octave range in the modal register. He has also sung in Gamma Ray and Tyran' Pace.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 2, ""Athlete"": 3, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
68,EducationalInstitution,EducationalInstitution,EducationalInstitution,Big Walnut Middle School.  Big Walnut Middle School is the only middle school currently located in the Big Walnut Local School District (located in Sunbury Ohio). The new middle school hold grades 7-8.,"{""Company"": 0, ""EducationalInstitution"": 4, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
69,Plant,Plant,Plant,Calochortus persistens.  Calochortus persistens is a rare species of flowering plant in the lily family known by the common name Siskiyou mariposa lily. It is native to northern California and southern Oregon where it is known from a few populations on two peaks of the Klamath Mountains straddling the state border.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
70,Artist,Artist,Artist,Lillian Cotton.  Lillian Cotton (1892–1962) was an American artist known for her portraits especially of high-society figures and well-known actors writers and artists of her day.Lillian Cotton was born and raised in Boston Massachusetts. Her father was Nathaniel Hugh Cotton a West Indies shipping merchant born in Barbados and her mother was Harriet Emma Clapp.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 5, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
71,Village,Village,Village,Zow-e Bala.  Zow-e Bala (Persian: زوبالا‎ also Romanized as Zow-e Bālā) is a village in Hezarmasjed Rural District in the Central District of Kalat County Razavi Khorasan Province Iran. At the 2006 census its population was 10 in 4 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
